馬名,全体過去平均着順,前走着順,出走回数,前走脚質_num,前走上がり3F,過去平均上がり3F
ローズブルーム,9.181818181818182,12.0,12,4.0,0.0,0.0
ローズブーケ,8.0,8.0,1,4.0,35.0,35.0
ローズプリンセス,5.5,12.0,5,4.0,35.0,8.75
ローズボウル,9.333333333333334,10.0,7,4.0,0.0,0.0
ローズマイスター,4.117647058823529,2.0,18,4.0,35.0,18.529411764705884
ローズライズ,12.25,14.0,5,4.0,35.0,17.5
ローズラフィネ,2.0,2.0,2,4.0,35.0,35.0
ローゼライト,8.0,8.0,1,4.0,35.0,35.0
ローゼンモンターク,12.5,16.0,3,4.0,0.0,0.0
ローゾフィア,6.5,6.0,5,4.0,35.0,35.0
ロータスランド,5.0,5.0,2,4.0,0.0,0.0
ロータスワンド,12.333333333333334,12.0,4,4.0,0.0,0.0
ローディアマント,3.111111111111111,2.0,10,4.0,35.0,7.777777777777778
ロートホルン,6.142857142857143,6.0,8,4.0,0.0,0.0
ロードアイオロス,8.0,8.0,1,4.0,35.0,35.0
ロードアウォード,5.2,1.0,6,4.0,35.0,7.0
ロードアフェット,9.8,14.0,11,4.0,35.0,3.5
ロードアマルフィ,3.625,2.0,9,4.0,35.0,21.875
ロードアラビアン,14.0,14.0,2,4.0,0.0,0.0
ロードアルディート,6.555555555555555,2.0,10,4.0,35.0,19.444444444444443
ロードアルフィーネ,12.0,12.0,2,4.0,0.0,0.0
ロードアヴニール,1.6666666666666667,3.0,4,4.0,0.0,0.0
ロードイモータル,8.0,8.0,1,4.0,35.0,35.0
ロードインフェルノ,5.576923076923077,4.0,27,4.0,35.0,14.807692307692308
ロードインヴォーグ,8.0,8.0,1,4.0,35.0,35.0
ロードウィンザー,8.0,8.0,1,4.0,35.0,35.0
ロードエクレール,6.7272727272727275,15.0,12,4.0,35.0,9.545454545454545
ロードエルドラド,10.0,5.0,5,4.0,35.0,35.0
ロードオブキング,9.0,5.0,5,4.0,0.0,0.0
ロードオブザチェコ,7.714285714285714,10.0,8,4.0,0.0,0.0
ロードオブドリーム,8.666666666666666,9.0,4,4.0,35.0,11.666666666666666
ロードオルデン,8.181818181818182,6.0,12,4.0,35.0,15.909090909090908
ロードオールライト,5.714285714285714,8.0,15,4.0,35.0,12.5
ロードカテドラル,6.0,6.0,2,4.0,0.0,0.0
ロードガレリア,5.0,3.0,14,4.0,35.0,18.846153846153847
ロードガーディアン,16.0,16.0,2,4.0,0.0,0.0
ロードキャリバー,12.666666666666666,11.0,4,4.0,35.0,35.0
ロードクラシコ,11.0,11.0,2,4.0,0.0,0.0
ロードクルーガー,11.0,11.0,2,4.0,0.0,0.0
ロードクロンヌ,3.7142857142857144,11.0,15,4.0,35.0,12.5
ロードクローザー,9.5,7.0,3,4.0,35.0,35.0
ロードゴスペル,14.0,14.0,2,4.0,35.0,35.0
ロードシックザール,14.0,13.0,3,4.0,35.0,17.5
ロードシュトローム,8.0,8.0,1,4.0,35.0,35.0
ロードシュヴァリエ,6.846153846153846,4.0,14,4.0,35.0,24.23076923076923
ロードジェネシス,7.5,13.0,7,4.0,35.0,5.833333333333333
ロードジャスティス,11.1,16.0,11,4.0,0.0,0.0
ロードスカイブルー,5.8,15.0,16,4.0,35.0,11.666666666666666
ロードスタウト,13.5,10.0,3,4.0,0.0,0.0
ロードスタニング,1.5,1.0,3,4.0,35.0,35.0
ロードステイタス,6.333333333333333,6.0,7,4.0,0.0,0.0
ロードステラート,4.125,9.0,9,4.0,35.0,35.0
ロードストラダーレ,7.4,4.0,6,4.0,35.0,21.0
ロードスパイラル,6.8,12.0,6,4.0,0.0,0.0
ロードソルスティス,6.166666666666667,3.0,7,4.0,35.0,17.5
ロードディフィート,8.333333333333334,6.0,4,4.0,0.0,0.0
ロードデルレイ,1.6,2.0,6,4.0,35.0,14.0
ロードトゥフェイム,4.333333333333333,3.0,7,4.0,0.0,0.0
ロードトライデント,4.0,3.0,4,4.0,35.0,35.0
ロードトラスト,5.0,4.0,3,4.0,0.0,0.0
ロードトルネード,4.666666666666667,6.0,4,4.0,0.0,0.0
ロードトレイル,5.954545454545454,12.0,23,4.0,35.0,17.5
ロードトレゾール,7.588235294117647,2.0,18,4.0,35.0,18.529411764705884
ロードトワイライト,11.0,11.0,2,4.0,0.0,0.0
ロードドミニオン,7.4,9.0,11,4.0,35.0,7.0
ロードバルセロナ,9.25,13.0,5,4.0,35.0,26.25
ロードバルドル,11.4,9.0,6,4.0,0.0,0.0
ロードバルベーラ,8.0,8.0,1,4.0,35.0,35.0
ロードファイター,5.5,5.0,7,4.0,35.0,35.0
ロードフィレール,6.666666666666667,17.0,4,4.0,35.0,23.333333333333332
ロードフォアエース,3.6153846153846154,12.0,14,4.0,35.0,18.846153846153847
ロードフォンス,2.7777777777777777,5.0,10,4.0,35.0,3.888888888888889
ロードフリューゲル,8.0,8.0,1,4.0,35.0,35.0
ロードフロイデ,4.6,3.0,6,4.0,35.0,7.0
ロードフロリゼル,6.125,11.0,9,4.0,35.0,13.125
ロードフロンティア,7.2,11.0,11,4.0,35.0,21.0
ロードブライト,8.0,8.0,9,4.0,0.0,0.0
ロードブレイズ,3.933333333333333,1.0,16,4.0,35.0,11.666666666666666
ロードプライズ,9.666666666666666,13.0,4,4.0,35.0,35.0
ロードプレイヤー,6.5,13.0,11,4.0,35.0,7.0
ロードプレジール,4.9375,2.0,17,4.0,35.0,24.0625
ロードプレリュード,18.0,18.0,2,4.0,35.0,35.0
ロードベイリーフ,9.6,13.0,11,4.0,0.0,0.0
ロードベルファスト,7.857142857142857,8.0,8,4.0,35.0,20.0
ロードマイライフ,5.071428571428571,12.0,15,4.0,35.0,17.5
ロードマグマ,11.5,14.0,3,4.0,0.0,0.0
ロードマゼラン,7.8,10.0,11,4.0,35.0,14.0
ロードマックス,12.75,11.0,5,4.0,0.0,0.0
ロードマンハイム,4.769230769230769,4.0,14,4.0,35.0,10.76923076923077
ロードミッドナイト,7.5,8.0,3,4.0,0.0,0.0
ロードメルヴェイユ,4.0,4.0,3,4.0,35.0,17.5
ロードラスター,12.5,8.0,5,4.0,0.0,0.0
ロードラディウス,6.2727272727272725,16.0,12,4.0,35.0,12.727272727272727
ロードラビリンス,4.583333333333333,9.0,13,4.0,35.0,23.333333333333332
ロードラプソディ,1.0,1.0,2,4.0,0.0,0.0
ロードラヴォール,1.0,1.0,2,4.0,35.0,35.0
ロードリベラシオン,4.583333333333333,10.0,13,4.0,35.0,11.666666666666666
ロードリュイール,8.0,8.0,1,4.0,35.0,35.0
ロードリライアブル,16.0,17.0,4,4.0,0.0,0.0
ロードリレーション,7.444444444444445,15.0,10,4.0,35.0,3.888888888888889
ロードレイジング,8.0,8.0,1,4.0,35.0,35.0
ロードレイナード,1.0,1.0,4,4.0,0.0,0.0
ロードレイライン,8.0,8.0,1,4.0,35.0,35.0
ロードレジェロ,4.25,11.0,5,4.0,35.0,17.5
ロードレヴェランス,8.0,1.0,8,4.0,0.0,0.0
ロードヴァルカン,4.928571428571429,4.0,15,4.0,35.0,25.0
ロードヴァレンチ,6.5,2.0,9,4.0,35.0,4.375
ロードヴィゴラス,4.75,5.0,5,4.0,35.0,35.0
ロードヴェスパー,10.857142857142858,14.0,8,4.0,0.0,0.0
ロードヴェリタス,6.0,3.0,4,4.0,35.0,35.0
ロードヴェルテクス,9.0,11.0,3,4.0,35.0,17.5
ロードヴェルト,4.6,9.0,11,4.0,0.0,0.0
ロードヴォイジャー,3.375,1.0,9,4.0,35.0,21.875
ローブエリタージュ,5.6,9.0,6,4.0,0.0,0.0
ローブドゥマリエ,13.333333333333334,14.0,4,4.0,0.0,0.0
ロープスピニング,4.888888888888889,10.0,10,4.0,0.0,0.0
ローベルクランツ,4.4,7.0,6,4.0,35.0,35.0
ローマンレイク,5.714285714285714,6.0,15,4.0,35.0,7.5
ローメット,9.0,11.0,4,4.0,35.0,35.0
ローラスノビリス,3.0,3.0,2,4.0,0.0,0.0
ローランド,2.8,2.0,6,4.0,0.0,0.0
ローランドバローズ,1.4,1.0,6,4.0,35.0,28.0
ローリーグローリー,6.428571428571429,7.0,8,4.0,0.0,0.0
ロールオブアームズ,11.25,8.0,5,4.0,0.0,0.0
ロールザダイス,5.625,1.0,9,4.0,35.0,30.625
ロールザボーンズ,7.428571428571429,2.0,8,4.0,35.0,15.0
ローレルアイビー,8.0,8.0,1,4.0,35.0,35.0
ローレルエース,11.0,9.0,3,4.0,35.0,17.5
ローレルオーブ,6.388888888888889,5.0,19,4.0,35.0,13.61111111111111
ローレルキャニオン,6.7,8.0,11,4.0,35.0,3.5
ローレルクラウン,10.0,7.0,4,4.0,35.0,35.0
ローレルゼロ,7.916666666666667,5.0,13,4.0,35.0,11.666666666666666
ローレルマティーニ,8.0,8.0,1,4.0,35.0,35.0
ローレルランウェイ,12.75,12.0,9,4.0,35.0,26.25
ローレルロイズ,10.2,10.0,6,4.0,0.0,0.0
ローレン,7.5,11.0,3,4.0,0.0,0.0
ローンウルフ,7.538461538461538,11.0,14,4.0,35.0,2.6923076923076925
ワイアウ,11.428571428571429,15.0,15,4.0,0.0,0.0
ワイズギャング,4.2,4.0,11,4.0,35.0,21.0
ワイズゴールド,8.833333333333334,7.0,7,4.0,35.0,23.333333333333332
ワイズファミリア,2.3333333333333335,2.0,4,4.0,35.0,23.333333333333332
ワイドアウェイク,2.3333333333333335,2.0,4,4.0,0.0,0.0
ワイドアラジン,6.0,10.0,16,4.0,35.0,11.666666666666666
ワイドアルバ,7.571428571428571,12.0,8,4.0,35.0,20.0
ワイドエトワール,11.0,11.0,4,4.0,0.0,0.0
ワイドエンペラー,6.090909090909091,7.0,12,4.0,35.0,6.363636363636363
ワイドカイゼリン,6.25,8.0,5,4.0,0.0,0.0
ワイドカクゲン,8.4,10.0,6,4.0,35.0,35.0
ワイドクリーガー,5.166666666666667,1.0,13,4.0,35.0,23.333333333333332
ワイドグンサ,1.5,1.0,3,4.0,35.0,35.0
ワイドシャッフエン,7.6,11.0,6,4.0,35.0,28.0
ワイドシュテルケ,1.0,1.0,2,4.0,35.0,35.0
ワイドジャイキリ,9.0,9.0,3,4.0,0.0,0.0
ワイドステラ,9.0,9.0,2,4.0,0.0,0.0
ワイドセシル,8.0,8.0,1,4.0,35.0,35.0
ワイドセレブ,12.5,11.0,3,4.0,0.0,0.0
ワイドデコラシオン,4.333333333333333,6.0,7,4.0,35.0,29.166666666666668
ワイドバヴァール,10.25,10.0,5,4.0,35.0,35.0
ワイドブリザード,5.2727272727272725,2.0,23,4.0,35.0,14.318181818181818
ワイドポティロン,4.0,4.0,2,4.0,35.0,35.0
ワイドマイスター,8.0,8.0,1,4.0,35.0,35.0
ワイドマルガリータ,9.6,12.0,11,4.0,0.0,0.0
ワイドメテオール,10.0,16.0,5,4.0,35.0,17.5
ワイドモヒート,7.777777777777778,11.0,10,4.0,35.0,11.666666666666666
ワイドラトゥール,7.357142857142857,7.0,15,4.0,35.0,15.0
ワイドリューレント,4.75,8.0,9,4.0,35.0,35.0
ワイドレッジャドロ,8.0,8.0,1,4.0,35.0,35.0
ワイドレッド,9.571428571428571,12.0,8,4.0,35.0,10.0
ワイノナオミ,6.6521739130434785,13.0,24,4.0,35.0,22.82608695652174
ワイマング,12.666666666666666,15.0,4,4.0,0.0,0.0
ワイルデンウーリー,7.833333333333333,14.0,7,4.0,35.0,23.333333333333332
ワイルドカイザー,8.0,8.0,1,4.0,35.0,35.0
ワイルドカグラ,8.0,8.0,1,4.0,35.0,35.0
ワイルドカモミール,10.5,9.0,3,4.0,0.0,0.0
ワイルドゴーア,5.833333333333333,1.0,13,4.0,35.0,8.75
ワイルドチャーム,10.333333333333334,15.0,4,4.0,35.0,35.0
ワイルドブッター,7.153846153846154,12.0,14,4.0,35.0,21.53846153846154
ワイルドベティ,7.75,6.0,9,4.0,0.0,0.0
ワイルドミュール,7.5,10.0,3,4.0,35.0,35.0
ワイワイサンデー,8.4,4.0,6,4.0,0.0,0.0
ワイワイレジェンド,7.55,8.0,21,4.0,35.0,15.75
ワインクーラー,4.444444444444445,1.0,10,4.0,35.0,31.11111111111111
ワインダークシー,3.0,3.0,3,4.0,0.0,0.0
ワインレッドハート,8.0,8.0,1,4.0,35.0,35.0
ワインワインレッド,8.0,8.0,1,4.0,35.0,35.0
ワウワウワウ,7.428571428571429,9.0,8,4.0,0.0,0.0
ワオン,7.111111111111111,11.0,10,4.0,35.0,7.777777777777778
ワカギミ,13.75,13.0,5,4.0,35.0,17.5
ワカミヤイリオス,4.0,4.0,2,4.0,0.0,0.0
ワカミヤノミコト,9.166666666666666,6.0,7,4.0,0.0,0.0
ワカミヤプリンス,8.0,8.0,2,4.0,35.0,35.0
ワカミヤプレスト,12.0,9.0,4,4.0,0.0,0.0
ワカムシャ,10.142857142857142,11.0,8,4.0,35.0,15.0
ワカメチャン,6.333333333333333,7.0,7,4.0,0.0,0.0
ワカワカ,8.0,8.0,1,4.0,35.0,35.0
ワキノアリエス,15.0,15.0,2,4.0,35.0,35.0
ワキノグラス,12.666666666666666,17.0,4,4.0,35.0,23.333333333333332
ワキノグロリーア,8.0,8.0,1,4.0,35.0,35.0
ワキノノーブル,10.333333333333334,16.0,10,4.0,35.0,11.666666666666666
ワキノルーチェ,15.666666666666666,15.0,4,4.0,0.0,0.0
ワクシングムーン,5.5,8.0,5,4.0,35.0,35.0
ワクワクサセテ,8.0,8.0,1,4.0,35.0,35.0
ワクワクドリーム,8.0,8.0,2,4.0,0.0,0.0
ワサンノタイカ,12.0,12.0,3,4.0,0.0,0.0
ワザオギ,8.0,13.0,3,4.0,35.0,35.0
ワザモノ,5.384615384615385,8.0,14,4.0,35.0,13.461538461538462
ワスカル,3.3333333333333335,1.0,4,4.0,0.0,0.0
ワセダハーツ,8.333333333333334,6.0,4,4.0,0.0,0.0
ワタシイノッテマス,8.0,8.0,1,4.0,35.0,35.0
ワタシダケドナニカ,10.875,16.0,9,4.0,0.0,0.0
ワタシデイイデスカ,10.666666666666666,13.0,7,4.0,0.0,0.0
ワタシマツワ,6.125,14.0,9,4.0,35.0,13.125
ワダツミ,16.0,16.0,2,4.0,35.0,35.0
ワックスフラワー,5.0,5.0,2,4.0,0.0,0.0
ワッフル,12.0,6.0,3,4.0,35.0,35.0
ワディアルリヤハ,3.8,3.0,6,4.0,35.0,21.0
ワトルツリー,9.666666666666666,9.0,4,4.0,35.0,23.333333333333332
ワナカ,11.0,13.0,4,4.0,0.0,0.0
ワラビガミ,10.0,10.0,2,4.0,0.0,0.0
ワルキューレキング,8.666666666666666,12.0,4,4.0,35.0,23.333333333333332
ワルキューレクイン,8.0,8.0,1,4.0,35.0,35.0
ワルツフォーラン,8.0,8.0,1,4.0,35.0,35.0
ワルツプリンセス,8.0,8.0,2,4.0,35.0,35.0
ワルトシュタイン,7.4,10.0,6,4.0,35.0,35.0
ワレハウミノコ,9.666666666666666,18.0,13,4.0,35.0,11.666666666666666
ワンインザスカイ,10.5,6.0,5,4.0,35.0,17.5
ワンウェイトゥヘル,5.470588235294118,8.0,18,4.0,35.0,24.705882352941178
ワンエルメス,8.0,8.0,1,4.0,35.0,35.0
ワンオールショット,7.5,6.0,3,4.0,35.0,17.5
ワンカードフェロー,9.333333333333334,14.0,4,4.0,35.0,23.333333333333332
ワンコールアウェイ,4.333333333333333,2.0,10,4.0,35.0,23.333333333333332
ワンザストーリー,10.8,7.0,6,4.0,35.0,21.0
ワンショートデイ,15.0,15.0,2,4.0,35.0,35.0
ワンスカイ,14.0,11.0,5,4.0,0.0,0.0
ワンストローク,14.0,14.0,2,4.0,35.0,35.0
ワンダイレクト,4.533333333333333,7.0,16,4.0,35.0,9.333333333333334
ワンダフルスパート,8.0,8.0,1,4.0,35.0,35.0
ワンダフルタウン,6.0,6.0,2,4.0,0.0,0.0
ワンダフルタテヤマ,16.0,16.0,2,4.0,0.0,0.0
ワンダフルデイズ,3.25,7.0,9,4.0,35.0,30.625
ワンダフルトゥデイ,8.357142857142858,12.0,15,4.0,35.0,15.0
ワンダフルヘヴン,10.875,18.0,9,4.0,35.0,4.375
